booking_id,user_id,table_id,booking_date,time_slot,party_size,occasion,duration_minutes,status,special_requests,is_repeat_customer,booking_advance_days,total_spent,created_at
B002735,U0064,T019,2024-02-24,Lunch,6,Casual,60,Completed,True,True,7,1089.05,2024-01-26
B002736,U0899,T021,2023-04-25,Late Dinner,2,Celebration,183,Completed,False,False,11,343.55,2023-04-25
B002737,U0596,T004,2023-09-27,Early Dinner,2,Business,166,Completed,False,False,25,63.74,2023-09-01
B002738,U0024,T025,2023-08-01,Prime Dinner,2,Family,69,Completed,False,True,5,272.42,2023-07-08
B002739,U0767,T027,2023-04-27,Early Dinner,2,Friends,158,Completed,False,False,24,200.28,2023-04-03
B002740,U0327,T021,2023-08-26,Early Dinner,2,Family,87,Completed,False,True,20,243.89,2023-08-13
B002741,U0787,T023,2024-12-05,Late Dinner,6,Family,229,Completed,False,False,16,1261.22,2024-11-10
B002742,U0328,T025,2024-02-14,Prime Dinner,4,Romantic,207,Completed,True,False,3,831.9,2024-01-16
B002743,U0117,T035,2024-09-26,Early Dinner,2,Family,124,Completed,False,True,19,280.83,2024-09-23
B002744,U0717,T006,2023-09-30,Prime Dinner,4,Family,129,Completed,False,False,29,435.2,2023-09-17
B002745,U0643,T020,2024-01-10,Late Dinner,2,Family,199,Completed,True,False,20,466.04,2024-01-04
B002746,U0357,T047,2024-01-24,Lunch,4,Romantic,86,Completed,False,True,4,694.91,2024-01-22
B002747,U0556,T025,2024-06-30,Prime Dinner,2,Business,150,Completed,True,True,28,342.89,2024-06-02
B002748,U0181,T036,2024-10-02,Late Dinner,2,Family,143,Completed,False,False,27,157.48,2024-09-25
B002749,U0716,T008,2024-01-04,Prime Dinner,2,Business,159,Completed,False,False,10,294.46,2024-01-04
B002750,U0848,T031,2024-03-10,Lunch,2,Casual,60,Completed,False,False,13,288.35,2024-03-09
B002751,U0643,T019,2024-03-07,Late Dinner,2,Casual,172,Completed,False,False,20,285.84,2024-02-29
B002752,U0898,T045,2024-03-30,Lunch,4,Celebration,122,Completed,True,False,25,114.93,2024-03-05
B002753,U0086,T003,2023-06-07,Lunch,2,Business,106,Completed,False,False,16,322.34,2023-05-30
B002754,U0604,T020,2023-02-21,Late Dinner,2,Family,169,Completed,False,False,3,332.53,2023-02-17
B002755,U0139,T015,2024-06-21,Early Dinner,2,Romantic,105,Completed,True,False,3,262.62,2024-06-18
B002756,U0217,T018,2023-06-12,Lunch,2,Casual,130,Completed,False,False,25,524.87,2023-05-14
B002757,U0853,T044,2024-07-05,Late Dinner,2,Family,201,Completed,False,True,28,453.75,2024-06-12
B002758,U0255,T026,2023-04-10,Prime Dinner,4,Family,116,Completed,False,False,14,626.9,2023-04-01
B002759,U0229,T012,2024-03-15,Prime Dinner,2,Celebration,167,Completed,False,False,23,356.93,2024-03-11
B002760,U0029,T017,2024-07-06,Early Dinner,4,Business,123,Completed,False,True,6,422.61,2024-06-14
B002761,U0317,T047,2023-09-23,Late Dinner,4,Business,224,Completed,False,False,20,712.53,2023-08-29
B002762,U0560,T044,2024-12-14,Early Dinner,2,Casual,153,Completed,False,True,0,426.63,2024-12-05
B002763,U0566,T042,2023-10-01,Lunch,4,Friends,75,Completed,False,True,24,368.82,2023-09-28
B002764,U0139,T037,2024-07-20,Lunch,4,Romantic,60,Completed,False,False,27,351.59,2024-07-15
B002765,U0951,T047,2023-05-06,Early Dinner,2,Family,103,Completed,True,True,19,278.22,2023-04-22
B002766,U0099,T032,2024-11-11,Early Dinner,4,Romantic,166,No-show,False,True,16,595.17,2024-10-22
B002767,U0292,T031,2023-12-10,Prime Dinner,2,Casual,151,Completed,False,False,28,398.05,2023-11-13
B002768,U0831,T047,2024-09-22,Lunch,6,Romantic,114,Completed,False,True,28,440.59,2024-08-31
B002769,U0530,T050,2024-03-07,Late Dinner,2,Casual,141,Completed,False,False,20,287.08,2024-02-29
B002770,U0684,T030,2023-06-15,Lunch,6,Romantic,116,Completed,False,False,7,801.65,2023-05-28
B002771,U0577,T044,2024-05-09,Early Dinner,2,Celebration,82,Completed,False,False,28,425.52,2024-04-12
B002772,U0046,T045,2023-05-23,Prime Dinner,2,Romantic,123,Completed,True,True,1,326.63,2023-04-28
B002773,U0965,T050,2024-05-17,Late Dinner,2,Business,199,Completed,False,False,28,426.73,2024-04-22
B002774,U0248,T047,2023-10-20,Lunch,4,Romantic,77,Completed,False,False,5,610.95,2023-10-18
B002775,U0880,T017,2024-06-28,Late Dinner,2,Celebration,185,Completed,False,True,17,275.13,2024-06-03
B002776,U0595,T036,2024-12-27,Lunch,2,Friends,77,Completed,False,True,0,320.68,2024-12-01
B002777,U0758,T022,2024-05-31,Prime Dinner,2,Celebration,168,Completed,True,False,16,388.22,2024-05-11
B002778,U0253,T022,2023-11-27,Late Dinner,4,Celebration,200,Completed,False,True,26,470.39,2023-11-23
B002779,U0662,T018,2024-05-07,Early Dinner,2,Casual,97,Completed,True,False,11,65.83,2024-05-06
B002780,U0631,T033,2024-09-19,Early Dinner,4,Celebration,114,Completed,True,True,26,896.7,2024-08-25
B002781,U0969,T016,2023-11-20,Prime Dinner,4,Business,139,No-show,False,True,10,242.88,2023-11-03
B002782,U0192,T043,2023-09-24,Lunch,4,Romantic,60,No-show,True,False,20,628.27,2023-09-13
B002783,U0717,T026,2024-09-09,Prime Dinner,4,Business,127,Completed,False,False,1,793.57,2024-08-23
B002784,U0564,T032,2024-02-13,Early Dinner,6,Friends,106,Completed,False,False,23,1058.71,2024-01-23
B002785,U0087,T028,2024-11-26,Early Dinner,2,Business,133,Completed,True,False,23,284.88,2024-11-18
B002786,U0479,T008,2023-06-04,Prime Dinner,4,Family,129,Completed,True,False,24,590.99,2023-05-12
B002787,U0311,T024,2024-05-17,Early Dinner,2,Family,104,Completed,False,False,22,258.7,2024-05-10
B002788,U0077,T019,2023-02-15,Early Dinner,4,Friends,126,Completed,False,True,20,406.8,2023-02-13
B002789,U0424,T044,2023-05-27,Early Dinner,2,Business,178,Completed,False,False,12,436.36,2023-05-18
B002790,U0631,T042,2024-07-18,Late Dinner,4,Casual,187,Completed,False,True,21,819.73,2024-07-17
B002791,U0678,T015,2024-11-14,Lunch,2,Friends,85,Completed,False,True,8,425.77,2024-11-05
B002792,U0167,T042,2024-11-30,Late Dinner,4,Casual,192,Completed,False,True,0,932.3,2024-11-24
B002793,U0503,T023,2023-11-19,Lunch,2,Casual,78,Completed,False,True,16,217.34,2023-11-09
B002794,U0674,T048,2024-04-13,Lunch,2,Business,147,Completed,False,False,21,278.2,2024-03-24
B002795,U0165,T024,2023-08-19,Early Dinner,2,Friends,95,Completed,False,False,25,218.3,2023-08-05
B002796,U0591,T029,2023-07-23,Prime Dinner,2,Friends,137,Completed,False,False,28,317.2,2023-06-30
B002797,U0382,T015,2024-07-10,Late Dinner,2,Romantic,181,Completed,False,True,5,253.41,2024-06-22
B002798,U0706,T005,2024-07-01,Prime Dinner,2,Celebration,189,Completed,True,False,9,328.47,2024-06-18
B002799,U0992,T030,2023-09-04,Lunch,2,Romantic,91,Completed,False,False,22,237.59,2023-08-11
B002800,U0185,T040,2024-10-31,Early Dinner,2,Romantic,148,Cancelled,False,False,3,272.88,2024-10-21
B002801,U0747,T045,2024-12-03,Lunch,2,Family,62,Completed,False,False,25,477.23,2024-11-27
B002802,U0713,T004,2024-03-19,Prime Dinner,2,Business,113,Completed,False,True,7,278.74,2024-02-23
B002803,U0361,T050,2024-10-04,Prime Dinner,2,Casual,137,Cancelled,True,True,15,386.3,2024-09-22
B002804,U0415,T002,2023-08-31,Late Dinner,2,Celebration,179,Completed,True,True,19,204.35,2023-08-05
B002805,U0737,T007,2023-03-20,Prime Dinner,6,Casual,145,Completed,False,True,16,1495.55,2023-03-07
B002806,U0942,T006,2023-01-25,Prime Dinner,4,Friends,177,Completed,False,False,26,749.47,2023-01-07
B002807,U0605,T048,2024-08-14,Late Dinner,2,Family,171,Cancelled,False,False,28,309.67,2024-08-09
B002808,U0438,T040,2024-04-26,Late Dinner,2,Celebration,194,Completed,True,False,9,272.97,2024-04-08
B002809,U0626,T044,2024-09-19,Late Dinner,2,Celebration,176,Completed,True,False,22,356.32,2024-09-05
B002810,U0707,T045,2024-06-21,Early Dinner,2,Business,110,Completed,False,False,1,346.98,2024-06-04
B002811,U0900,T038,2023-11-02,Early Dinner,2,Celebration,114,Completed,False,False,21,255.06,2023-11-01
B002812,U0929,T001,2024-12-27,Early Dinner,2,Business,89,Completed,False,False,17,394.97,2024-12-20
B002813,U0132,T035,2024-12-18,Early Dinner,2,Friends,109,Completed,True,False,29,76.24,2024-11-29
B002814,U0341,T050,2023-01-12,Prime Dinner,2,Celebration,154,Completed,False,False,0,226.44,2022-12-23
B002815,U0470,T020,2023-08-19,Lunch,2,Family,112,Completed,True,False,8,299.49,2023-08-14
B002816,U0060,T032,2024-02-22,Early Dinner,6,Romantic,96,Cancelled,False,True,19,1149.7,2024-01-30
B002817,U0635,T022,2024-10-08,Lunch,2,Friends,60,Cancelled,True,False,10,272.49,2024-09-15
B002818,U0492,T030,2023-10-12,Prime Dinner,6,Casual,134,Completed,False,False,21,976.22,2023-10-06
B002819,U0006,T041,2024-02-07,Lunch,2,Romantic,60,Completed,False,False,1,186.66,2024-01-09
B002820,U0567,T037,2023-09-01,Lunch,6,Casual,65,Completed,False,False,13,1101.32,2023-08-17
B002821,U0128,T048,2024-08-04,Prime Dinner,2,Celebration,175,Completed,False,True,1,261.83,2024-07-14
B002822,U0324,T046,2024-01-11,Lunch,2,Casual,99,Cancelled,False,False,26,275.02,2023-12-22
B002823,U0495,T023,2023-08-02,Prime Dinner,4,Romantic,104,Completed,False,False,18,530.62,2023-08-02
B002824,U0254,T002,2024-11-18,Prime Dinner,2,Business,197,Completed,True,False,0,308.97,2024-10-27
B002825,U0911,T023,2024-08-28,Lunch,2,Business,96,Completed,False,True,27,307.16,2024-08-23
B002826,U0987,T050,2024-04-21,Prime Dinner,2,Casual,105,Completed,False,False,2,381.52,2024-03-26
B002827,U0096,T028,2024-01-28,Lunch,4,Casual,89,Completed,True,False,14,690.26,2024-01-01
B002828,U0693,T012,2023-02-26,Late Dinner,4,Celebration,169,Completed,False,False,23,536.95,2023-02-22
B002829,U0431,T027,2024-06-27,Early Dinner,2,Business,154,Cancelled,False,True,28,420.38,2024-06-20
B002830,U0614,T047,2024-01-19,Early Dinner,6,Friends,128,No-show,False,False,17,618.35,2024-01-09
B002831,U0270,T038,2023-11-13,Lunch,2,Casual,147,Cancelled,False,False,11,440.59,2023-10-26
B002832,U0961,T049,2024-08-10,Early Dinner,2,Family,97,Cancelled,False,True,12,176.98,2024-07-16
B002833,U0806,T035,2023-08-13,Late Dinner,2,Celebration,202,Completed,False,False,24,162.58,2023-07-19
B002834,U0348,T037,2023-01-06,Late Dinner,2,Friends,159,Cancelled,False,True,8,333.68,2022-12-09
B002835,U0927,T003,2023-01-08,Early Dinner,2,Romantic,116,No-show,False,False,27,360.75,2023-01-03
B002836,U0717,T050,2024-07-05,Early Dinner,2,Casual,115,Completed,False,False,20,305.19,2024-06-19
B002837,U0661,T018,2023-07-11,Early Dinner,4,Casual,123,Completed,False,True,29,566.34,2023-06-26
B002838,U0780,T029,2024-06-22,Late Dinner,2,Celebration,191,Completed,False,False,20,225.89,2024-06-04
B002839,U0889,T025,2023-07-02,Prime Dinner,2,Friends,86,Completed,True,False,14,302.71,2023-06-07
B002840,U0299,T049,2023-11-07,Late Dinner,2,Friends,186,Completed,False,True,2,198.61,2023-11-02
B002841,U0413,T030,2024-12-13,Lunch,2,Celebration,106,Completed,False,True,27,291.26,2024-12-03
B002842,U0342,T029,2023-06-30,Early Dinner,6,Family,61,Completed,False,True,17,1077.03,2023-06-18
B002843,U0595,T021,2024-07-21,Early Dinner,2,Casual,94,Completed,False,True,9,162.03,2024-07-04
B002844,U0754,T010,2024-02-13,Late Dinner,4,Family,155,Completed,False,False,20,669.41,2024-01-27
B002845,U0997,T033,2024-06-06,Late Dinner,2,Romantic,177,Completed,False,False,8,287.68,2024-05-08
B002846,U0955,T032,2023-03-06,Prime Dinner,6,Casual,175,Completed,False,True,3,800.29,2023-02-05
B002847,U0816,T002,2023-04-07,Lunch,2,Family,87,Completed,False,False,24,214.57,2023-03-27
B002848,U0312,T007,2024-12-23,Late Dinner,6,Friends,207,Completed,False,False,1,569.69,2024-11-25
B002849,U0354,T018,2024-08-31,Early Dinner,4,Family,95,Completed,False,True,22,676.7,2024-08-22
B002850,U0442,T048,2023-01-06,Early Dinner,4,Family,110,Completed,False,False,28,495.85,2022-12-30
B002851,U0810,T048,2024-09-07,Prime Dinner,4,Friends,126,Completed,True,False,9,405.37,2024-09-05
B002852,U0553,T042,2024-12-16,Late Dinner,4,Casual,210,Completed,False,False,8,812.83,2024-12-13
B002853,U0652,T009,2023-03-11,Late Dinner,6,Business,232,Completed,False,True,6,503.76,2023-02-24
B002854,U0959,T022,2023-07-19,Lunch,4,Family,87,Completed,True,False,24,772.7,2023-06-22
B002855,U0200,T028,2024-03-04,Prime Dinner,4,Friends,149,Completed,False,False,14,992.47,2024-02-25
B002856,U0804,T010,2024-11-16,Late Dinner,4,Business,228,Completed,False,True,5,857.04,2024-11-13
B002857,U0991,T043,2024-06-07,Lunch,4,Romantic,79,Completed,False,False,6,389.27,2024-05-26
B002858,U0702,T037,2023-08-11,Early Dinner,4,Family,83,Completed,False,False,4,768.56,2023-08-04
B002859,U0001,T015,2024-04-03,Late Dinner,2,Family,168,Cancelled,False,False,15,279.27,2024-03-31
B002860,U0436,T022,2024-10-04,Early Dinner,2,Business,78,Completed,False,True,16,362.23,2024-09-08
B002861,U0639,T006,2024-03-02,Lunch,2,Casual,113,Cancelled,False,True,23,355.47,2024-02-10
B002862,U0644,T036,2023-03-30,Prime Dinner,2,Romantic,160,Completed,False,True,1,78.21,2023-03-21
B002863,U0312,T032,2023-10-01,Lunch,2,Celebration,70,No-show,False,False,20,344.27,2023-09-27
B002864,U0221,T001,2024-02-28,Early Dinner,4,Friends,168,Completed,False,False,27,700.8,2024-02-27
B002865,U0334,T009,2023-10-27,Early Dinner,6,Friends,89,Completed,True,False,28,957.45,2023-10-05
B002866,U0592,T035,2024-10-15,Lunch,2,Family,109,Completed,True,False,8,257.95,2024-09-23
B002867,U0171,T017,2024-03-02,Late Dinner,4,Casual,176,Completed,False,True,13,392.97,2024-02-02
B002868,U0018,T023,2024-09-06,Lunch,2,Romantic,60,Cancelled,True,False,6,345.82,2024-08-17
B002869,U0470,T015,2024-07-18,Prime Dinner,2,Family,153,Completed,False,True,11,446.91,2024-06-22
B002870,U0680,T043,2024-06-02,Late Dinner,4,Romantic,200,Completed,True,False,11,883.0,2024-05-23
B002871,U0052,T037,2023-05-08,Lunch,2,Celebration,60,Completed,False,True,17,375.66,2023-04-12
B002872,U0402,T024,2024-02-10,Late Dinner,2,Celebration,218,Completed,False,True,23,176.03,2024-01-22
B002873,U0494,T040,2024-03-16,Early Dinner,6,Romantic,118,Cancelled,False,True,17,835.39,2024-03-04
B002874,U0109,T035,2023-07-04,Prime Dinner,2,Celebration,144,Completed,True,True,18,96.03,2023-06-09
B002875,U0719,T009,2023-10-30,Late Dinner,6,Casual,158,Completed,False,False,0,984.21,2023-10-04
B002876,U0638,T045,2023-01-22,Lunch,4,Family,133,Completed,False,False,14,584.69,2023-01-17
B002877,U0018,T025,2023-03-02,Lunch,2,Casual,97,Completed,False,False,13,386.16,2023-02-05
B002878,U0896,T025,2024-09-04,Late Dinner,4,Romantic,190,Completed,False,False,22,323.81,2024-08-09
B002879,U0914,T013,2024-06-18,Lunch,2,Friends,60,Cancelled,False,True,0,395.91,2024-06-14
B002880,U0466,T002,2023-12-26,Lunch,2,Business,60,Completed,False,False,10,506.16,2023-12-13
B002881,U0604,T032,2023-05-02,Late Dinner,2,Family,160,Completed,False,False,6,388.5,2023-04-14
B002882,U0806,T042,2023-06-14,Late Dinner,2,Celebration,200,Completed,False,True,27,522.28,2023-06-05
B002883,U0032,T015,2024-06-29,Lunch,2,Friends,142,Completed,False,False,19,428.35,2024-06-26
B002884,U0953,T018,2023-08-18,Prime Dinner,2,Business,128,Completed,False,False,4,311.3,2023-07-24
B002885,U0541,T017,2024-03-27,Late Dinner,4,Business,163,Completed,False,True,4,737.47,2024-02-29
B002886,U0150,T031,2024-10-25,Prime Dinner,2,Family,168,Completed,False,False,26,396.63,2024-10-14
B002887,U0619,T038,2023-10-01,Late Dinner,2,Family,180,Completed,False,True,17,277.75,2023-09-24
B002888,U0386,T026,2023-04-24,Prime Dinner,4,Family,171,Completed,False,False,7,619.71,2023-04-24
B002889,U0789,T045,2023-05-26,Lunch,4,Celebration,90,Completed,False,False,17,473.93,2023-05-12
B002890,U0582,T038,2024-03-10,Early Dinner,2,Celebration,134,Completed,False,False,19,286.99,2024-03-03
B002891,U0025,T029,2023-11-18,Prime Dinner,4,Celebration,239,Cancelled,False,True,10,500.64,2023-11-08
B002892,U0839,T012,2024-04-16,Lunch,2,Family,115,Completed,False,False,6,319.76,2024-03-21
B002893,U0342,T009,2023-01-23,Lunch,6,Romantic,92,Completed,False,False,27,480.3,2022-12-26
B002894,U0710,T011,2023-10-16,Late Dinner,6,Friends,188,Completed,False,True,16,1200.04,2023-09-18
B002895,U0969,T041,2024-08-03,Prime Dinner,2,Romantic,81,Completed,False,True,5,317.42,2024-07-19
B002896,U0052,T030,2024-02-28,Lunch,2,Business,109,Completed,True,True,17,343.5,2024-02-08
B002897,U0765,T038,2024-01-15,Prime Dinner,2,Romantic,131,Completed,False,True,9,73.08,2023-12-25
B002898,U0924,T007,2023-04-29,Lunch,2,Celebration,75,Completed,False,False,10,338.56,2023-04-28
B002899,U0028,T017,2023-05-08,Prime Dinner,4,Romantic,198,Cancelled,False,False,8,713.51,2023-04-18
B002900,U0368,T015,2024-11-14,Late Dinner,2,Casual,152,Completed,False,False,25,365.51,2024-11-08
B002901,U0513,T027,2024-11-03,Early Dinner,4,Romantic,138,Completed,False,True,6,637.18,2024-10-17
B002902,U0859,T003,2024-08-09,Early Dinner,2,Casual,167,Cancelled,True,True,27,411.56,2024-08-08
B002903,U0623,T029,2024-04-01,Prime Dinner,4,Celebration,135,Completed,False,False,9,912.46,2024-03-22
B002904,U0089,T024,2024-08-23,Lunch,2,Friends,113,Completed,False,True,6,493.89,2024-08-01
B002905,U0399,T018,2023-07-27,Prime Dinner,6,Friends,95,Completed,False,False,8,1217.67,2023-07-08
B002906,U0224,T029,2024-07-10,Late Dinner,4,Family,165,Completed,False,False,13,428.77,2024-07-09
B002907,U0284,T003,2024-12-03,Late Dinner,2,Casual,164,Completed,True,False,12,244.04,2024-11-15
B002908,U0988,T023,2024-04-28,Late Dinner,2,Family,155,Completed,True,True,26,102.91,2024-04-28
B002909,U0840,T029,2024-02-10,Early Dinner,6,Celebration,85,Cancelled,False,False,10,709.11,2024-01-26
B002910,U0055,T022,2023-06-08,Late Dinner,2,Casual,200,Completed,False,False,10,431.27,2023-05-18
B002911,U0907,T020,2023-03-11,Lunch,2,Business,80,Completed,False,False,3,380.71,2023-03-11
B002912,U0876,T017,2023-05-17,Late Dinner,4,Romantic,205,Completed,False,True,11,558.47,2023-04-22
B002913,U0997,T028,2024-05-23,Late Dinner,4,Romantic,131,Completed,False,False,5,362.56,2024-05-18
B002914,U0914,T023,2024-02-15,Lunch,6,Friends,132,Completed,False,False,20,1041.17,2024-02-13
B002915,U0776,T038,2023-03-19,Early Dinner,2,Business,105,Completed,True,True,9,145.72,2023-03-13
B002916,U0997,T028,2023-05-24,Late Dinner,4,Romantic,123,Completed,True,False,20,325.96,2023-05-05
B002917,U0550,T023,2023-01-17,Early Dinner,2,Casual,131,Completed,False,True,8,84.16,2022-12-23
B002918,U0737,T035,2023-10-19,Late Dinner,2,Casual,141,Completed,False,False,1,325.31,2023-09-22
B002919,U0107,T003,2023-04-10,Late Dinner,2,Business,177,Completed,False,True,23,239.61,2023-04-02
B002920,U0768,T036,2024-07-18,Lunch,2,Casual,138,Completed,False,False,7,410.21,2024-06-25
B002921,U0307,T025,2024-12-27,Lunch,4,Friends,113,Completed,False,False,0,675.08,2024-12-22
B002922,U0516,T011,2023-05-21,Prime Dinner,4,Romantic,131,Cancelled,True,False,10,732.75,2023-05-18
B002923,U0992,T001,2024-07-31,Lunch,2,Romantic,60,Completed,False,False,28,289.63,2024-07-23
B002924,U0312,T004,2023-10-22,Late Dinner,4,Business,127,Cancelled,False,False,4,380.01,2023-10-19
B002925,U0205,T023,2024-11-22,Lunch,4,Casual,102,Completed,False,False,25,476.81,2024-11-12
B002926,U0405,T022,2024-03-28,Prime Dinner,2,Family,142,Cancelled,False,True,6,235.44,2024-03-19
B002927,U0602,T045,2024-02-02,Prime Dinner,4,Romantic,198,Completed,False,False,26,777.04,2024-01-22
B002928,U0851,T020,2023-04-10,Prime Dinner,2,Business,125,Completed,False,False,2,315.41,2023-03-24
B002929,U0019,T049,2023-09-13,Prime Dinner,2,Celebration,154,No-show,False,True,14,373.88,2023-08-20
B002930,U0130,T007,2023-02-03,Early Dinner,4,Friends,100,Completed,False,True,16,50.0,2023-01-07
B002931,U0357,T020,2024-10-04,Lunch,2,Romantic,150,Completed,False,True,7,136.4,2024-10-01
B002932,U0103,T031,2023-01-13,Late Dinner,2,Friends,135,Completed,True,True,1,341.57,2022-12-25
B002933,U0697,T020,2024-01-06,Lunch,2,Romantic,92,Completed,False,False,15,247.48,2023-12-23
B002934,U0398,T015,2024-09-13,Early Dinner,2,Casual,115,Cancelled,False,True,23,562.86,2024-08-28
B002935,U0236,T045,2023-05-04,Early Dinner,2,Friends,170,Completed,True,False,26,405.86,2023-04-23
B002936,U0395,T028,2024-05-20,Prime Dinner,4,Casual,110,Completed,False,True,15,718.98,2024-04-27
B002937,U0677,T004,2023-09-29,Early Dinner,4,Friends,122,Completed,False,False,13,805.53,2023-09-23
B002938,U0983,T048,2023-09-13,Lunch,2,Friends,98,Completed,True,False,8,325.87,2023-09-02
B002939,U0119,T028,2024-07-03,Lunch,4,Celebration,109,Completed,True,False,22,644.17,2024-06-29
B002940,U0181,T028,2023-12-22,Lunch,4,Casual,127,Completed,False,False,16,512.28,2023-12-18
B002941,U0798,T040,2023-01-13,Lunch,6,Romantic,101,Completed,False,False,22,1103.09,2023-01-05
B002942,U0336,T016,2024-05-28,Early Dinner,4,Romantic,129,Cancelled,False,False,12,737.53,2024-05-15
B002943,U0496,T002,2024-03-08,Lunch,2,Celebration,105,Completed,False,False,13,197.43,2024-02-27
B002944,U0048,T024,2023-02-15,Late Dinner,2,Celebration,164,Completed,False,False,1,332.99,2023-02-11
B002945,U0371,T005,2024-03-23,Lunch,2,Celebration,122,Completed,False,True,4,325.03,2024-03-11
B002946,U0064,T007,2023-03-29,Prime Dinner,2,Casual,109,Completed,False,False,12,333.94,2023-03-08
B002947,U0436,T024,2023-02-14,Late Dinner,2,Casual,240,Completed,False,False,27,397.93,2023-02-11
B002948,U0406,T013,2024-09-28,Prime Dinner,2,Friends,168,Completed,True,False,29,226.74,2024-09-25
B002949,U0414,T027,2023-05-02,Late Dinner,2,Celebration,159,Completed,True,True,2,320.26,2023-04-27
B002950,U0768,T010,2024-10-23,Lunch,4,Business,60,Completed,False,True,24,766.9,2024-10-02
B002951,U0198,T028,2023-06-30,Lunch,4,Family,126,Completed,False,True,15,623.19,2023-06-01
B002952,U0475,T010,2024-03-09,Late Dinner,4,Business,198,Completed,True,False,12,684.08,2024-02-11
B002953,U0966,T011,2024-07-08,Prime Dinner,4,Friends,156,Completed,True,False,21,933.49,2024-07-05
B002954,U0921,T037,2024-11-21,Early Dinner,2,Casual,88,Completed,False,False,29,423.73,2024-11-10
B002955,U0656,T006,2023-04-08,Prime Dinner,2,Family,123,Completed,False,True,25,119.21,2023-03-15
B002956,U0052,T017,2023-04-12,Early Dinner,2,Friends,116,Completed,True,True,25,426.33,2023-03-30
B002957,U0976,T010,2024-06-16,Late Dinner,4,Casual,254,Completed,False,True,9,618.36,2024-06-07
B002958,U0517,T011,2023-10-25,Lunch,6,Romantic,60,Completed,False,True,10,720.89,2023-10-15
B002959,U0644,T009,2023-08-23,Late Dinner,6,Casual,178,Completed,False,True,22,974.63,2023-08-22
B002960,U0787,T014,2023-07-07,Lunch,6,Family,109,Completed,False,True,0,762.53,2023-06-16
B002961,U0247,T047,2024-06-22,Early Dinner,4,Celebration,160,No-show,False,False,4,634.21,2024-06-05
B002962,U0076,T035,2023-01-31,Prime Dinner,2,Celebration,151,Completed,False,True,4,324.54,2023-01-21
B002963,U0751,T039,2024-02-07,Lunch,4,Business,99,Completed,False,True,9,711.63,2024-01-31
B002964,U0664,T045,2024-04-04,Early Dinner,4,Family,151,Completed,False,True,15,711.31,2024-03-08
B002965,U0651,T046,2023-10-14,Lunch,2,Romantic,72,Cancelled,False,True,18,165.39,2023-09-25
B002966,U0484,T003,2024-01-14,Early Dinner,2,Friends,91,Cancelled,True,False,0,226.77,2024-01-01
B002967,U0506,T004,2024-08-26,Prime Dinner,2,Business,163,Completed,True,True,12,346.43,2024-08-15
B002968,U0834,T003,2023-08-30,Late Dinner,2,Friends,111,No-show,False,False,19,480.75,2023-08-20
B002969,U0266,T041,2023-01-20,Late Dinner,6,Family,185,Completed,False,False,6,1318.96,2023-01-07
B002970,U0020,T005,2023-07-08,Lunch,2,Friends,85,Completed,False,True,14,269.93,2023-06-22
B002971,U0107,T006,2024-08-06,Lunch,4,Business,81,Cancelled,False,False,18,686.46,2024-07-23
B002972,U0802,T010,2023-04-27,Lunch,2,Business,60,Completed,True,True,0,310.03,2023-04-15
B002973,U0404,T005,2023-03-31,Lunch,2,Romantic,64,Completed,True,True,20,201.26,2023-03-20
B002974,U0278,T039,2024-09-30,Late Dinner,2,Celebration,177,Completed,False,False,7,275.35,2024-09-07
B002975,U0291,T038,2023-02-12,Prime Dinner,2,Business,131,Completed,False,False,27,293.15,2023-02-12
B002976,U0222,T028,2024-05-03,Lunch,4,Family,107,No-show,False,False,5,719.95,2024-05-03
B002977,U0757,T016,2023-09-12,Lunch,4,Celebration,76,Completed,False,True,17,505.54,2023-09-08
B002978,U0445,T034,2024-10-18,Early Dinner,4,Business,107,Completed,True,True,25,949.96,2024-10-06
B002979,U0859,T038,2023-02-13,Prime Dinner,2,Casual,126,Completed,False,True,20,324.9,2023-01-19
B002980,U0083,T020,2024-06-18,Lunch,2,Friends,60,Completed,False,False,25,267.55,2024-05-25
B002981,U0326,T009,2024-11-14,Late Dinner,4,Casual,219,Completed,False,True,15,611.61,2024-11-01
B002982,U0426,T026,2024-08-29,Late Dinner,4,Romantic,187,Completed,False,False,5,592.72,2024-08-06
B002983,U0390,T001,2024-12-06,Early Dinner,2,Romantic,106,Completed,True,False,15,359.0,2024-11-10
B002984,U0166,T031,2023-08-15,Lunch,2,Celebration,118,Completed,False,False,21,242.35,2023-08-05
B002985,U0810,T027,2023-06-24,Prime Dinner,4,Friends,163,Completed,False,True,20,792.96,2023-06-06
B002986,U0474,T011,2024-10-10,Late Dinner,4,Romantic,126,Cancelled,False,True,25,663.16,2024-09-18
B002987,U0150,T016,2024-04-15,Late Dinner,4,Family,176,Completed,False,True,8,637.28,2024-04-02
B002988,U0708,T007,2023-01-11,Early Dinner,6,Friends,109,Completed,False,False,15,1418.44,2022-12-20
B002989,U0488,T014,2024-09-22,Late Dinner,6,Friends,152,Completed,False,False,27,1570.23,2024-08-24
B002990,U0514,T015,2023-12-11,Late Dinner,2,Casual,184,Completed,False,False,29,302.05,2023-11-29
B002991,U0569,T003,2024-12-12,Lunch,2,Friends,108,Completed,False,False,5,302.23,2024-12-07
B002992,U0721,T001,2024-07-25,Early Dinner,4,Romantic,131,Completed,False,False,9,454.11,2024-07-01
