interaction_id,user_id,table_id,interaction_type,timestamp,rating,session_duration_seconds,device_type,source
I003296,U0371,T049,inquiry,2023-05-08 00:00:00,,,desktop,recommendation
I003297,U0264,T043,inquiry,2023-06-02 00:00:00,,,mobile,recommendation
I003298,U0406,T040,view,2024-11-25 00:00:00,,32.50373943965463,mobile,recommendation
I003299,U0924,T004,view,2023-05-18 00:00:00,,68.3318331858937,tablet,search
I003300,U0506,T040,view,2023-12-02 00:00:00,,189.88030415859433,mobile,browse
I003301,U0971,T041,rating,2024-11-16 00:00:00,2.9,,mobile,browse
I003302,U0724,T020,view,2023-05-14 00:00:00,,305.752224158891,mobile,search
I003303,U0115,T019,favorite,2024-05-24 00:00:00,,,mobile,recommendation
I003304,U0316,T029,view,2023-09-26 00:00:00,,157.60163681598493,desktop,recommendation
I003305,U0461,T014,view,2024-03-05 00:00:00,,109.0775543003442,tablet,recommendation
I003306,U0181,T021,view,2023-07-09 00:00:00,,115.90546179957062,mobile,recommendation
I003307,U0616,T002,share,2024-11-29 00:00:00,,,mobile,search
I003308,U0642,T002,share,2023-01-12 00:00:00,,,mobile,search
I003309,U0821,T033,inquiry,2024-03-26 00:00:00,,,desktop,recommendation
I003310,U0652,T002,view,2024-03-29 00:00:00,,103.93302507585673,tablet,browse
I003311,U0855,T017,view,2023-05-16 00:00:00,,79.84779651627713,mobile,search
I003312,U0693,T027,inquiry,2024-12-14 00:00:00,,,desktop,search
I003313,U0648,T008,view,2024-12-03 00:00:00,,61.731995943391624,desktop,search
I003314,U0191,T017,view,2023-11-04 00:00:00,,81.49215453445174,mobile,recommendation
I003315,U0909,T007,view,2024-03-25 00:00:00,,299.64283265726897,mobile,browse
I003316,U0110,T010,inquiry,2023-08-15 00:00:00,,,desktop,search
I003317,U0446,T005,favorite,2024-05-16 00:00:00,,,tablet,recommendation
I003318,U0357,T016,inquiry,2023-07-22 00:00:00,,,tablet,direct
I003319,U0668,T029,view,2024-08-05 00:00:00,,607.8115420473547,mobile,recommendation
I003320,U0554,T007,favorite,2024-04-08 00:00:00,,,mobile,direct
I003321,U0889,T008,view,2023-01-14 00:00:00,,23.741463661157002,mobile,direct
I003322,U0679,T012,favorite,2024-08-03 00:00:00,,,desktop,search
I003323,U0015,T034,view,2023-09-17 00:00:00,,234.749297226853,desktop,recommendation
I003324,U0800,T004,inquiry,2023-05-28 00:00:00,,,desktop,search
I003325,U0974,T050,view,2023-05-04 00:00:00,,13.66581263079319,mobile,search
I003326,U0486,T042,favorite,2023-12-28 00:00:00,,,mobile,search
I003327,U0202,T010,inquiry,2024-01-19 00:00:00,,,desktop,browse
I003328,U0211,T010,view,2023-01-27 00:00:00,,75.17621550198325,mobile,recommendation
I003329,U0101,T005,favorite,2023-05-02 00:00:00,,,mobile,search
I003330,U0215,T039,view,2023-09-12 00:00:00,,199.1037332024871,mobile,search
I003331,U0706,T002,share,2024-04-03 00:00:00,,,desktop,browse
I003332,U0815,T028,inquiry,2023-11-09 00:00:00,,,mobile,browse
I003333,U0452,T035,inquiry,2024-02-02 00:00:00,,,mobile,recommendation
I003334,U0088,T035,view,2023-01-24 00:00:00,,151.66199049515276,desktop,recommendation
I003335,U0258,T041,view,2023-05-06 00:00:00,,185.8903754986598,mobile,recommendation
I003336,U0769,T045,view,2024-06-28 00:00:00,,31.897744280723984,desktop,recommendation
I003337,U0106,T031,share,2023-04-01 00:00:00,,,desktop,search
I003338,U0722,T039,view,2023-01-11 00:00:00,,152.43484523833098,mobile,browse
I003339,U0991,T006,view,2023-11-06 00:00:00,,196.1607451871059,mobile,search
I003340,U0844,T044,view,2024-03-25 00:00:00,,102.96306438346498,desktop,recommendation
I003341,U0759,T006,inquiry,2024-03-02 00:00:00,,,mobile,search
I003342,U0681,T045,view,2023-01-02 00:00:00,,235.90770181267132,mobile,recommendation
I003343,U0274,T043,share,2023-04-25 00:00:00,,,desktop,search
I003344,U0326,T014,view,2023-04-26 00:00:00,,270.2672063243376,desktop,search
I003345,U0708,T021,favorite,2023-04-09 00:00:00,,,mobile,browse
I003346,U0382,T021,view,2023-02-19 00:00:00,,24.385948213810238,desktop,browse
I003347,U0837,T038,inquiry,2024-03-31 00:00:00,,,mobile,search
I003348,U0996,T002,inquiry,2024-05-11 00:00:00,,,mobile,recommendation
I003349,U0677,T048,inquiry,2023-01-12 00:00:00,,,mobile,search
I003350,U0595,T034,view,2024-01-28 00:00:00,,93.49363736423906,mobile,recommendation
I003351,U0700,T028,view,2023-12-26 00:00:00,,92.11093557856493,desktop,search
I003352,U0761,T041,inquiry,2023-04-29 00:00:00,,,mobile,search
I003353,U0927,T023,rating,2023-10-12 00:00:00,2.1,,mobile,search
I003354,U0315,T030,view,2024-03-23 00:00:00,,42.711107673650396,mobile,search
I003355,U0122,T020,view,2024-09-01 00:00:00,,178.6874514162336,tablet,browse
I003356,U0815,T008,view,2023-12-01 00:00:00,,39.63457143088811,mobile,recommendation
I003357,U0169,T004,inquiry,2024-11-25 00:00:00,,,mobile,search
I003358,U0277,T020,favorite,2023-04-14 00:00:00,,,tablet,search
I003359,U0674,T017,view,2024-01-23 00:00:00,,61.65783478024765,mobile,recommendation
I003360,U0823,T015,inquiry,2024-04-12 00:00:00,,,desktop,search
I003361,U0918,T015,view,2024-09-11 00:00:00,,243.34342694352503,desktop,recommendation
I003362,U0692,T024,inquiry,2023-12-06 00:00:00,,,mobile,recommendation
I003363,U0520,T020,inquiry,2024-04-11 00:00:00,,,mobile,search
I003364,U0248,T018,view,2024-05-11 00:00:00,,299.1614553606908,tablet,browse
I003365,U0663,T002,favorite,2024-04-01 00:00:00,,,desktop,recommendation
I003366,U0061,T034,view,2024-10-09 00:00:00,,24.71912733908233,mobile,search
I003367,U0273,T003,view,2024-05-08 00:00:00,,194.7450028698964,mobile,browse
I003368,U0730,T023,rating,2023-08-18 00:00:00,4.9,,desktop,recommendation
I003369,U0626,T021,view,2024-10-14 00:00:00,,127.8506194821584,mobile,search
I003370,U0454,T014,view,2024-04-25 00:00:00,,22.13024214481618,desktop,search
I003371,U0638,T004,rating,2023-12-06 00:00:00,2.5,,mobile,recommendation
I003372,U0776,T040,share,2024-06-26 00:00:00,,,tablet,recommendation
I003373,U0818,T045,inquiry,2024-02-06 00:00:00,,,mobile,search
I003374,U0106,T029,view,2024-12-25 00:00:00,,129.89705436157914,tablet,search
I003375,U0125,T049,inquiry,2024-03-28 00:00:00,,,desktop,recommendation
I003376,U0408,T023,view,2024-05-24 00:00:00,,107.74622231475423,desktop,search
I003377,U0713,T043,view,2023-12-14 00:00:00,,126.78990759401569,mobile,search
I003378,U0465,T018,view,2023-01-07 00:00:00,,234.00586230137475,mobile,search
I003379,U0148,T048,view,2023-01-13 00:00:00,,4.205557778336405,mobile,browse
I003380,U0982,T002,view,2023-04-13 00:00:00,,106.06242862106784,mobile,recommendation
I003381,U0832,T023,favorite,2024-10-17 00:00:00,,,mobile,direct
I003382,U0295,T004,view,2023-04-25 00:00:00,,74.43404354631906,mobile,search
I003383,U0062,T033,view,2023-08-06 00:00:00,,166.23334845637197,mobile,browse
I003384,U0779,T018,inquiry,2024-02-28 00:00:00,,,tablet,search
I003385,U0199,T025,view,2023-01-06 00:00:00,,127.28613786757697,mobile,recommendation
I003386,U0595,T019,view,2023-02-15 00:00:00,,124.73640067169266,desktop,search
I003387,U0074,T008,inquiry,2024-09-19 00:00:00,,,desktop,search
I003388,U0044,T006,view,2023-04-12 00:00:00,,73.39294976368173,mobile,browse
I003389,U0940,T009,inquiry,2024-02-21 00:00:00,,,desktop,search
I003390,U0345,T006,inquiry,2024-01-22 00:00:00,,,mobile,browse
I003391,U0831,T021,inquiry,2023-08-06 00:00:00,,,desktop,recommendation
I003392,U0828,T030,view,2023-08-22 00:00:00,,41.36857499096847,mobile,browse
I003393,U0530,T015,inquiry,2024-10-23 00:00:00,,,mobile,recommendation
I003394,U0278,T027,favorite,2024-05-28 00:00:00,,,mobile,browse
I003395,U0346,T024,inquiry,2024-01-03 00:00:00,,,mobile,search
I003396,U0653,T048,view,2024-09-08 00:00:00,,192.82298717368027,mobile,recommendation
I003397,U0716,T019,view,2024-10-12 00:00:00,,34.62467129678667,mobile,recommendation
I003398,U0494,T008,inquiry,2023-01-08 00:00:00,,,desktop,search
I003399,U0301,T005,favorite,2024-01-08 00:00:00,,,mobile,recommendation
I003400,U0085,T024,favorite,2024-01-08 00:00:00,,,desktop,direct
I003401,U0687,T023,view,2024-07-16 00:00:00,,14.557563127592026,mobile,recommendation
I003402,U0232,T050,favorite,2023-08-20 00:00:00,,,mobile,search
I003403,U0325,T036,favorite,2023-10-18 00:00:00,,,mobile,search
I003404,U0729,T015,inquiry,2023-06-12 00:00:00,,,desktop,direct
I003405,U0004,T026,view,2024-05-01 00:00:00,,244.09747604046444,mobile,search
I003406,U0298,T045,share,2023-02-16 00:00:00,,,desktop,recommendation
I003407,U0703,T006,view,2024-05-12 00:00:00,,715.2291398472537,desktop,browse
I003408,U0629,T006,view,2024-02-17 00:00:00,,148.0501207645725,mobile,direct
I003409,U0022,T008,view,2023-02-08 00:00:00,,243.43513679386237,desktop,recommendation
I003410,U0686,T044,view,2024-01-08 00:00:00,,67.58574547768606,tablet,search
I003411,U0297,T021,view,2024-11-17 00:00:00,,66.40131329100993,mobile,recommendation
I003412,U0955,T042,favorite,2024-11-15 00:00:00,,,mobile,recommendation
I003413,U0331,T019,rating,2023-03-14 00:00:00,2.7,,mobile,browse
I003414,U0606,T032,inquiry,2023-09-29 00:00:00,,,mobile,search
I003415,U0121,T003,view,2024-03-20 00:00:00,,435.9477579650869,mobile,browse
I003416,U0388,T028,favorite,2024-07-12 00:00:00,,,mobile,search
I003417,U0145,T049,view,2024-10-27 00:00:00,,41.46070840571691,desktop,search
I003418,U0985,T036,view,2023-11-18 00:00:00,,10.483789267426767,mobile,recommendation
I003419,U0112,T049,share,2024-07-25 00:00:00,,,tablet,recommendation
I003420,U0344,T037,view,2024-02-18 00:00:00,,50.42197071292079,desktop,recommendation
I003421,U0439,T001,view,2023-01-11 00:00:00,,188.48178049205106,mobile,search
I003422,U0576,T007,view,2024-12-09 00:00:00,,129.2050917661753,mobile,recommendation
I003423,U0542,T026,inquiry,2023-07-03 00:00:00,,,tablet,search
I003424,U0074,T029,inquiry,2023-09-06 00:00:00,,,desktop,search
I003425,U0810,T048,view,2023-02-03 00:00:00,,23.333856583660573,desktop,browse
I003426,U0372,T007,view,2024-05-18 00:00:00,,450.39081667223485,mobile,search
I003427,U0970,T037,view,2023-07-07 00:00:00,,130.36379593084447,desktop,search
I003428,U0039,T022,view,2023-06-10 00:00:00,,0.9440280329308524,mobile,search
I003429,U0065,T010,view,2024-02-14 00:00:00,,14.97064165800573,desktop,search
I003430,U0079,T007,view,2024-01-25 00:00:00,,45.686461628763304,desktop,browse
I003431,U0850,T037,favorite,2024-03-18 00:00:00,,,mobile,search
I003432,U0587,T021,view,2023-04-21 00:00:00,,102.31754769047885,desktop,direct
I003433,U0813,T004,inquiry,2024-08-27 00:00:00,,,mobile,search
I003434,U0070,T028,view,2024-12-07 00:00:00,,24.779343028970743,desktop,search
I003435,U0231,T002,view,2023-12-04 00:00:00,,80.55438983919122,mobile,recommendation
I003436,U0742,T009,view,2024-04-14 00:00:00,,18.316156381467597,tablet,search
I003437,U0560,T031,view,2023-06-19 00:00:00,,35.357854576430064,tablet,search
I003438,U0563,T010,inquiry,2024-11-24 00:00:00,,,mobile,browse
I003439,U0649,T050,view,2023-10-04 00:00:00,,35.07802363541705,desktop,recommendation
I003440,U0634,T023,share,2023-04-08 00:00:00,,,tablet,recommendation
I003441,U0853,T048,view,2024-04-16 00:00:00,,59.41224877360842,mobile,search
I003442,U0598,T009,view,2024-07-25 00:00:00,,15.326123116233832,desktop,search
I003443,U0027,T044,share,2023-12-10 00:00:00,,,mobile,search
I003444,U0855,T018,view,2023-01-18 00:00:00,,117.25538674993561,mobile,recommendation
I003445,U0672,T001,inquiry,2024-02-05 00:00:00,,,mobile,recommendation
I003446,U0695,T033,inquiry,2023-05-25 00:00:00,,,tablet,search
I003447,U0957,T001,view,2024-11-04 00:00:00,,95.70438598457261,tablet,search
I003448,U0069,T030,view,2024-05-26 00:00:00,,99.23977398056269,mobile,search
I003449,U0012,T043,favorite,2023-07-20 00:00:00,,,tablet,direct
I003450,U0714,T050,inquiry,2023-10-17 00:00:00,,,mobile,search
I003451,U0915,T004,view,2024-06-09 00:00:00,,117.44091628494792,mobile,search
I003452,U0579,T047,favorite,2023-07-18 00:00:00,,,mobile,browse
I003453,U0666,T014,view,2023-05-30 00:00:00,,285.2795728541263,mobile,direct
I003454,U0004,T045,view,2023-02-05 00:00:00,,105.170398755189,mobile,recommendation
I003455,U0331,T034,view,2023-11-01 00:00:00,,63.30211461621137,mobile,recommendation
I003456,U0120,T046,view,2024-12-18 00:00:00,,608.9795867428277,mobile,search
I003457,U0092,T011,share,2023-04-28 00:00:00,,,desktop,recommendation
I003458,U0218,T038,favorite,2023-10-27 00:00:00,,,mobile,browse
I003459,U0125,T013,view,2023-04-03 00:00:00,,27.71743720289476,mobile,browse
I003460,U0407,T009,inquiry,2023-05-13 00:00:00,,,mobile,browse
I003461,U0571,T048,share,2024-10-01 00:00:00,,,desktop,recommendation
I003462,U0041,T035,inquiry,2024-03-02 00:00:00,,,mobile,search
I003463,U0320,T009,view,2024-03-07 00:00:00,,287.4897041164131,desktop,search
I003464,U0511,T030,view,2023-06-24 00:00:00,,36.03621547004996,desktop,search
I003465,U0542,T023,view,2024-04-26 00:00:00,,64.25086793962637,desktop,recommendation
I003466,U0039,T002,view,2023-12-20 00:00:00,,186.24261716316047,mobile,search
I003467,U0231,T025,view,2024-08-21 00:00:00,,112.1970969141459,mobile,search
I003468,U0677,T050,favorite,2024-02-03 00:00:00,,,desktop,browse
I003469,U0653,T010,rating,2023-05-20 00:00:00,3.9,,mobile,search
I003470,U0880,T027,view,2024-09-13 00:00:00,,111.53030017539932,desktop,direct
I003471,U0584,T021,inquiry,2023-05-15 00:00:00,,,mobile,browse
I003472,U0464,T050,view,2023-12-02 00:00:00,,4.69977142106805,desktop,recommendation
I003473,U0616,T010,inquiry,2024-07-22 00:00:00,,,desktop,search
I003474,U0068,T046,view,2024-02-22 00:00:00,,189.41533546182927,mobile,browse
I003475,U0033,T044,view,2024-09-04 00:00:00,,707.9046100834356,mobile,browse
I003476,U0472,T045,favorite,2023-10-03 00:00:00,,,desktop,recommendation
I003477,U0338,T047,inquiry,2023-06-04 00:00:00,,,desktop,browse
I003478,U0401,T021,view,2023-09-20 00:00:00,,9.78832494300286,tablet,search
I003479,U0038,T039,view,2023-09-13 00:00:00,,87.9685787344518,mobile,recommendation
I003480,U0030,T038,rating,2023-08-20 00:00:00,5.0,,mobile,search
I003481,U0608,T036,view,2023-06-21 00:00:00,,210.37570790740818,tablet,search
I003482,U0910,T044,rating,2023-06-01 00:00:00,3.8,,mobile,recommendation
I003483,U0254,T001,share,2023-12-21 00:00:00,,,mobile,search
I003484,U0589,T039,view,2024-02-24 00:00:00,,3.668344146515743,desktop,direct
I003485,U0286,T036,view,2023-11-11 00:00:00,,310.29425361443333,desktop,recommendation
I003486,U0166,T032,rating,2023-05-04 00:00:00,4.3,,desktop,browse
I003487,U0845,T038,view,2024-05-07 00:00:00,,75.47799099013646,tablet,search
I003488,U0007,T047,view,2023-10-25 00:00:00,,20.305958018545063,mobile,search
I003489,U0087,T047,inquiry,2023-03-31 00:00:00,,,mobile,search
I003490,U0945,T044,view,2023-06-04 00:00:00,,676.9294753893732,mobile,recommendation
I003491,U0240,T009,view,2024-04-21 00:00:00,,105.5646095281565,desktop,search
I003492,U0536,T011,favorite,2024-08-27 00:00:00,,,tablet,direct
I003493,U0531,T031,view,2024-05-23 00:00:00,,215.64600229061648,mobile,recommendation
I003494,U0937,T010,inquiry,2024-07-18 00:00:00,,,mobile,browse
I003495,U0815,T010,share,2023-01-09 00:00:00,,,mobile,recommendation
I003496,U0332,T014,inquiry,2023-10-17 00:00:00,,,desktop,recommendation
I003497,U0047,T020,view,2024-06-16 00:00:00,,22.760799564938026,desktop,browse
I003498,U0063,T018,view,2024-08-22 00:00:00,,10.391758868845349,mobile,search
I003499,U0062,T043,inquiry,2023-06-28 00:00:00,,,desktop,search
I003500,U0096,T001,view,2023-04-05 00:00:00,,102.86766073187383,tablet,search
I003501,U0688,T034,favorite,2024-12-27 00:00:00,,,mobile,recommendation
I003502,U0513,T028,rating,2024-06-11 00:00:00,3.1,,mobile,recommendation
I003503,U0188,T007,favorite,2023-06-21 00:00:00,,,mobile,search
I003504,U0589,T012,view,2024-08-16 00:00:00,,297.44053022854825,mobile,browse
I003505,U0900,T027,view,2024-10-07 00:00:00,,46.86448378962842,mobile,recommendation
I003506,U0129,T024,view,2024-07-01 00:00:00,,7.662744787995391,mobile,browse
I003507,U0088,T011,view,2023-10-23 00:00:00,,151.97892345375186,desktop,search
I003508,U0854,T026,share,2023-06-06 00:00:00,,,mobile,recommendation
I003509,U0991,T011,inquiry,2023-10-03 00:00:00,,,mobile,search
I003510,U0452,T047,rating,2024-08-15 00:00:00,3.3,,mobile,search
I003511,U0027,T046,view,2023-10-29 00:00:00,,71.08105758433445,tablet,direct
I003512,U0097,T049,view,2024-09-20 00:00:00,,158.39397827702157,mobile,direct
I003513,U0065,T007,view,2023-11-03 00:00:00,,63.8943069171385,tablet,browse
I003514,U0965,T005,view,2023-07-11 00:00:00,,8.431464745247514,mobile,search
I003515,U0253,T009,view,2024-05-23 00:00:00,,176.67207369942972,mobile,recommendation
I003516,U0802,T007,inquiry,2023-10-22 00:00:00,,,mobile,browse
I003517,U0579,T001,view,2023-10-31 00:00:00,,26.8682623958769,desktop,recommendation
I003518,U0476,T031,view,2024-03-05 00:00:00,,210.67707607174205,mobile,recommendation
I003519,U0823,T041,inquiry,2023-01-15 00:00:00,,,desktop,search
I003520,U0556,T028,view,2024-05-06 00:00:00,,123.48475708852085,desktop,browse
I003521,U0184,T017,view,2024-03-17 00:00:00,,7.260613993642277,mobile,search
I003522,U0995,T043,view,2024-07-05 00:00:00,,45.144692235984394,desktop,recommendation
I003523,U0354,T003,view,2024-02-16 00:00:00,,8.31831452028132,mobile,search
I003524,U0861,T007,view,2024-01-31 00:00:00,,105.12354177972585,desktop,search
I003525,U0038,T041,view,2024-02-11 00:00:00,,211.91800138621704,mobile,search
I003526,U0615,T031,view,2024-09-18 00:00:00,,168.90158170735813,desktop,recommendation
I003527,U0983,T018,inquiry,2023-08-24 00:00:00,,,mobile,recommendation
I003528,U0851,T041,inquiry,2024-09-21 00:00:00,,,desktop,browse
I003529,U0117,T042,view,2024-12-01 00:00:00,,146.11647349604664,mobile,browse
I003530,U0134,T037,inquiry,2024-01-06 00:00:00,,,mobile,browse
I003531,U0925,T042,view,2023-05-06 00:00:00,,5.497585683192472,mobile,browse
I003532,U0819,T006,view,2024-08-29 00:00:00,,38.0223512985111,mobile,direct
I003533,U0567,T016,inquiry,2023-03-28 00:00:00,,,mobile,search
I003534,U0741,T001,inquiry,2024-10-19 00:00:00,,,tablet,search
I003535,U0255,T012,view,2024-07-16 00:00:00,,115.97683205210406,desktop,recommendation
I003536,U0634,T017,view,2023-07-04 00:00:00,,15.304605327889867,mobile,search
I003537,U0019,T010,inquiry,2024-02-17 00:00:00,,,mobile,search
I003538,U0961,T007,view,2023-10-03 00:00:00,,18.55964675009785,desktop,recommendation
I003539,U0255,T018,view,2024-01-18 00:00:00,,130.92408154087022,desktop,recommendation
I003540,U0976,T044,favorite,2023-01-25 00:00:00,,,mobile,search
I003541,U0665,T046,favorite,2023-05-18 00:00:00,,,mobile,browse
I003542,U0279,T038,inquiry,2024-09-02 00:00:00,,,mobile,recommendation
I003543,U0523,T041,view,2023-06-18 00:00:00,,11.262320846068967,mobile,recommendation
I003544,U0718,T050,view,2024-04-17 00:00:00,,17.78869761394054,desktop,browse
I003545,U0713,T012,inquiry,2024-04-10 00:00:00,,,mobile,search
I003546,U0180,T024,view,2023-01-05 00:00:00,,125.33485220521396,desktop,recommendation
I003547,U0703,T038,view,2024-07-14 00:00:00,,10.94432492322424,desktop,search
I003548,U0524,T007,view,2023-09-04 00:00:00,,131.4189072299903,mobile,browse
I003549,U0675,T001,share,2023-05-25 00:00:00,,,mobile,search
I003550,U0230,T031,view,2024-08-07 00:00:00,,33.4165715803213,desktop,search
I003551,U0119,T045,view,2024-05-28 00:00:00,,38.94911654157705,desktop,recommendation
I003552,U0699,T043,inquiry,2024-09-03 00:00:00,,,mobile,recommendation
I003553,U0488,T019,favorite,2023-09-28 00:00:00,,,mobile,direct
I003554,U0824,T049,share,2024-01-04 00:00:00,,,mobile,direct
I003555,U0888,T008,favorite,2024-03-30 00:00:00,,,desktop,browse
I003556,U0347,T032,inquiry,2024-03-02 00:00:00,,,mobile,browse
I003557,U0337,T030,view,2023-01-17 00:00:00,,244.9825724110442,tablet,search
I003558,U0547,T008,inquiry,2024-02-09 00:00:00,,,tablet,browse
I003559,U0418,T048,inquiry,2024-04-04 00:00:00,,,mobile,search
I003560,U0234,T012,view,2024-07-27 00:00:00,,50.13020503941841,mobile,browse
I003561,U0358,T007,view,2024-10-10 00:00:00,,256.71739583386534,mobile,search
I003562,U0094,T037,view,2024-12-11 00:00:00,,66.86837472639407,mobile,browse
I003563,U0980,T041,view,2023-10-31 00:00:00,,45.47431896087381,desktop,search
I003564,U0861,T006,favorite,2023-05-30 00:00:00,,,mobile,search
I003565,U0559,T031,rating,2024-04-28 00:00:00,3.6,,mobile,recommendation
I003566,U0943,T018,view,2023-04-09 00:00:00,,125.07421828046985,mobile,search
I003567,U0938,T010,rating,2024-06-27 00:00:00,5.0,,mobile,search
I003568,U0477,T033,view,2023-10-19 00:00:00,,19.58875248053519,mobile,search
I003569,U0551,T005,favorite,2024-08-15 00:00:00,,,mobile,search
I003570,U0951,T019,view,2024-12-11 00:00:00,,179.78136588979578,mobile,search
I003571,U0436,T038,share,2024-01-20 00:00:00,,,mobile,browse
I003572,U0550,T019,view,2024-03-05 00:00:00,,212.3722535252379,desktop,browse
I003573,U0011,T032,view,2023-11-01 00:00:00,,237.97525684817114,mobile,browse
I003574,U0618,T029,view,2023-11-06 00:00:00,,114.83275061331402,desktop,recommendation
I003575,U0431,T020,inquiry,2024-05-11 00:00:00,,,mobile,recommendation
I003576,U0758,T009,view,2024-04-30 00:00:00,,171.87481779394636,mobile,search
I003577,U0598,T027,view,2023-07-25 00:00:00,,66.18374691706468,tablet,search
I003578,U0713,T007,view,2023-03-18 00:00:00,,10.481761785253928,mobile,search
I003579,U0852,T003,view,2024-08-13 00:00:00,,189.22879501211273,desktop,browse
I003580,U0397,T048,inquiry,2024-12-07 00:00:00,,,mobile,browse
I003581,U0470,T029,inquiry,2023-07-29 00:00:00,,,mobile,recommendation
I003582,U0507,T006,view,2024-11-06 00:00:00,,47.43650021519719,mobile,recommendation
I003583,U0677,T031,view,2023-07-15 00:00:00,,61.74080263686706,mobile,search
I003584,U0792,T018,view,2023-11-07 00:00:00,,68.41360945001892,desktop,direct
I003585,U0193,T009,inquiry,2024-05-16 00:00:00,,,mobile,browse
I003586,U0540,T045,inquiry,2023-09-11 00:00:00,,,mobile,browse
I003587,U0586,T015,view,2024-06-21 00:00:00,,56.73016167459578,tablet,search
I003588,U0767,T048,rating,2024-09-05 00:00:00,3.0,,mobile,recommendation
I003589,U0178,T033,view,2024-07-26 00:00:00,,241.11129823601888,mobile,browse
I003590,U0401,T044,inquiry,2024-05-18 00:00:00,,,mobile,recommendation
I003591,U0426,T044,inquiry,2023-09-08 00:00:00,,,desktop,search
I003592,U0080,T039,view,2023-08-15 00:00:00,,4.7611443253286785,mobile,recommendation
I003593,U0654,T048,favorite,2023-11-14 00:00:00,,,mobile,recommendation
I003594,U0462,T018,view,2024-11-09 00:00:00,,125.47303756895207,desktop,search
I003595,U0845,T026,inquiry,2023-09-07 00:00:00,,,mobile,direct
I003596,U0516,T035,inquiry,2024-03-02 00:00:00,,,mobile,direct
I003597,U0190,T002,share,2024-11-06 00:00:00,,,mobile,browse
I003598,U0587,T049,view,2024-08-05 00:00:00,,105.70377815828448,mobile,browse
I003599,U0812,T030,view,2024-12-08 00:00:00,,28.287522408360637,tablet,recommendation
I003600,U0006,T026,view,2024-01-04 00:00:00,,375.05417544532867,mobile,browse
I003601,U0920,T028,inquiry,2023-01-26 00:00:00,,,desktop,browse
I003602,U0991,T003,view,2023-11-04 00:00:00,,194.65229082421,tablet,search
I003603,U0877,T001,view,2024-04-27 00:00:00,,94.53812085193938,mobile,search
I003604,U0656,T043,view,2023-08-16 00:00:00,,91.21635107507659,desktop,search
I003605,U0746,T003,view,2024-08-25 00:00:00,,360.51209841714933,mobile,direct
I003606,U0078,T001,view,2023-10-30 00:00:00,,142.22259778376164,mobile,search
I003607,U0756,T043,rating,2024-03-25 00:00:00,5.0,,desktop,search
I003608,U0374,T043,view,2023-11-16 00:00:00,,40.6819716798777,mobile,recommendation
I003609,U0273,T039,view,2023-09-22 00:00:00,,175.9224632564469,mobile,recommendation
I003610,U0312,T043,view,2023-10-24 00:00:00,,18.61052572545186,tablet,browse
I003611,U0369,T021,view,2024-07-26 00:00:00,,295.35546443882777,mobile,browse
I003612,U0060,T031,view,2024-10-09 00:00:00,,38.860352635797334,mobile,search
I003613,U0117,T029,view,2024-04-22 00:00:00,,3.382070157829538,tablet,browse
I003614,U0462,T029,view,2024-11-04 00:00:00,,114.04750616162886,mobile,browse
I003615,U0323,T002,view,2023-01-07 00:00:00,,95.86783936461057,mobile,search
I003616,U0835,T002,view,2024-07-30 00:00:00,,55.035868009725824,mobile,recommendation
I003617,U0421,T018,view,2024-03-02 00:00:00,,76.88026956407197,mobile,recommendation
I003618,U0839,T015,inquiry,2023-11-08 00:00:00,,,mobile,search
I003619,U0764,T009,inquiry,2024-02-12 00:00:00,,,mobile,browse
I003620,U0710,T009,view,2023-06-02 00:00:00,,12.010407011688239,desktop,recommendation
I003621,U0366,T010,view,2024-07-24 00:00:00,,889.045016670517,mobile,search
I003622,U0473,T026,inquiry,2024-10-28 00:00:00,,,mobile,recommendation
I003623,U0245,T026,view,2023-07-12 00:00:00,,315.50924452612935,mobile,recommendation
I003624,U0631,T011,favorite,2023-03-25 00:00:00,,,desktop,recommendation
I003625,U0185,T045,share,2023-05-22 00:00:00,,,mobile,browse
I003626,U0218,T045,inquiry,2024-06-21 00:00:00,,,mobile,search
I003627,U0378,T045,inquiry,2023-12-07 00:00:00,,,mobile,search
I003628,U0508,T047,inquiry,2023-05-19 00:00:00,,,mobile,recommendation
I003629,U0286,T039,view,2024-08-31 00:00:00,,108.99595240101195,mobile,browse
I003630,U0853,T031,view,2024-12-04 00:00:00,,248.36509253076667,mobile,direct
I003631,U0458,T005,view,2024-10-25 00:00:00,,60.59680091326777,mobile,browse
I003632,U0017,T018,view,2024-04-30 00:00:00,,103.7216877654311,mobile,direct
I003633,U0299,T042,inquiry,2024-02-12 00:00:00,,,mobile,search
I003634,U0059,T038,inquiry,2023-06-10 00:00:00,,,desktop,search
I003635,U0186,T027,view,2024-10-21 00:00:00,,2.4597261729161923,mobile,search
I003636,U0705,T024,view,2023-10-13 00:00:00,,232.64473323669992,mobile,search
I003637,U0514,T009,view,2023-03-21 00:00:00,,48.10499742326561,mobile,recommendation
I003638,U0272,T034,favorite,2024-11-10 00:00:00,,,tablet,recommendation
I003639,U0913,T037,favorite,2023-02-08 00:00:00,,,mobile,search
I003640,U0279,T029,share,2023-11-18 00:00:00,,,mobile,search
I003641,U0871,T006,favorite,2023-01-09 00:00:00,,,desktop,browse
I003642,U0877,T023,view,2024-05-26 00:00:00,,16.8031217354321,mobile,search
